profile,segment,required,level,weapon_grade,enhance,gems,gloves,milestone,attack_sum,armor,block_index,skip_index
casual,1 ~ 100,75,57.10194529803505,18.763346442629057,40.66448992147538,3.5294189676749834,37.84505178522074,0,157.90425241503522,135.4424485556803,0,1.1053900322004695
casual,101 ~ 500,380,347,93.81673221314529,9.885238424326056,6.503543570989582,0,2.607898052083284,459.8134122605442,379.789710481742,0,0.2100352954224848
casual,501 ~ 1000,485,524,0,0,0.05324021862290954,0,0.5247868180410097,524.5780270366639,487.999195504459,0,0.08160417945703899
casual,1001 ~ 2000,975,762.5000000000001,0,0,0.05190699100558473,0,0.9404061299277423,763.4923131209334,974.9999999642012,0.21693096090160674,0
casual,2001 ~ 10000,7990,7887.749200000001,0,0,0.12153792847256986,0,5.926908999947954,7893.797646928421,7990,0.012040344564653157,0
casual,10001 ~ 17000,6995,6999.188700000001,0,0,0.039849852979449596,0,0,6999.22854985298,6995,0,0.0006045103435282338
casual,17001 ~ 25300,5830,5830.387500000001,0,0,0.02212228698111027,0,0,5830.409622286982,5832,0,0.0000702611126898945
normal,1 ~ 100,80,60.101945298035055,18.763346442629057,45.61927005517412,10.915969668416903,48.59832359686092,0,183.99885506111605,145.53818153876423,0,1.2999856882639507
normal,101 ~ 500,390,380.00000000000006,93.81673221314529,24.428806836969585,10.199767325143068,0,2.655831942527981,511.1011383177859,393.8218854750854,0,0.3105157392763741
normal,501 ~ 1000,490,508,0,9.627284343502929,0.23083569032784423,0,0.47685292759631925,518.334972961427,489.9992679185088,0,0.05782647543148359
normal,1001 ~ 2000,990,762.75,0,0,0.22429625905460884,0,0.9404061299277423,763.9147023889824,988.9999999625801,0.22836898748587636,0
normal,2001 ~ 10000,7995,7853.65,0,0,0.5108128357265453,0,5.926908999947954,7860.0877218356745,7998,0.016874581383905626,0
normal,10001 ~ 17000,6995,6999.0661,0,0,0.1660894880330052,0,0,6999.232189488033,6999,0,0.0006050306630497966
normal,17001 ~ 25300,8295,8279.266800000001,0,0,0.12389408927703852,12.391282827561897,0,8291.78197691684,8296,0.00038794732768655885,0
top,1 ~ 100,70,40.844660027280575,18.763346442629057,40.66448992147538,11.88822526495151,53.494837860160295,0,165.65555951649682,139.61408639177287,0,1.3665079930928117
top,101 ~ 500,395,346,93.81673221314529,29.383586970668322,10.613891613481213,0,2.607898052083284,482.4221088493781,400.6808535438004,0,0.2213217945553876
top,501 ~ 1000,490,520,0,19.181429169918072,0.24372996171107592,0,0.47730364595590036,539.902462777585,489.9993204925427,0,0.10184176077058166
top,1001 ~ 2000,985,773,0,18.90938726858603,0.23477185744476886,0,0.9412826076183667,793.0854417336492,988.9999999645728,0.19483711499121908,0
top,2001 ~ 10000,7995,7855.762500000002,0,0,0.5312211147050055,0,5.97351569434245,7862.267236809049,7985.236653557371,0.01660197163113835,0
top,10001 ~ 17000,6995,6999.7148000000025,0,0,0.17221693498520427,0,0,6999.8870169349875,7005.76334644263,0,0.0006986443080754131
top,17001 ~ 25300,8290,8294.288100000002,0,0,0.1283167297317225,0,0,8294.416416729733,8298.763346442629,0,0.0005327402569038722
