label,player_level,low_tier,delta,stage_a,stage_b,rate_a,rate_b,decay_a,value_a,value_b,kill_a,kill_b,ratio,break_even,multiplier,gold_ratio,exp_ratio
grid,10,1,1,21,22,0.001,0.0005263157894736842,1,0.09510086455331414,0.09769452449567723,48.0852164400015,2.654534012684414,0.578987947419592,3.2815881720298954,1.9000000000000001,1.1458474441835544,1.1458474441835547
grid,10,1,2,20,22,0.001,0.0005263157894736842,1,0.092507204610951,0.09769452449567723,41.73564167914667,2.654534012684414,0.6468760868720532,2.9371931325941945,1.9000000000000001,1.1395033886726043,1.1388081456044696
grid,10,1,3,19,22,0.001,0.0005263157894736842,1,0.0899135446685879,0.09769452449567723,36.65156093068153,2.654534012684414,0.7136378928079674,2.66241467717476,1.9000000000000001,1.1197634989786942,1.1197634989786944
grid,10,1,4,18,22,0.001,0.0005263157894736842,1,0.08731988472622478,0.09769452449567723,31.28564527116018,2.654534012684414,0.8082383464375589,2.3507917044205544,1.9000000000000001,1.1300971841549816,1.129176909575051
grid,10,1,5,17,22,0.0009000000000000001,0.0005263157894736842,0.9,0.08472622478386167,0.09769452449567723,26.95312428551168,2.654534012684414,0.8152030166587345,2.330707763800376,1.9000000000000001,1.1298734556974879,1.12881054557924
grid,10,1,10,12,22,0.0003999999999999999,0.0005263157894736842,0.3999999999999999,0.0717579250720461,0.09769452449567723,13.452679428446178,2.654534012684414,0.5934952703705265,3.2013734478689373,1.9000000000000001,1.0628428861776733,1.060787097229554
grid,10,1,21,1,22,0,0.0005263157894736842,0,0.043227665706051875,0.09769452449567723,2.212440034557013,2.654534012684414,0,inf,1.9000000000000001,0.9803874257356,0.9711384877569623
grid,10,2,1,21,22,0.001,0.0005882352941176471,1,0.09510086455331414,0.09769452449567723,48.0852164400015,3.9808159470666147,0.5785036213574181,2.938616003839474,1.7,1.0439569128369286,1.049661595420737
grid,10,2,2,20,22,0.001,0.0005882352941176471,1,0.092507204610951,0.09769452449567723,41.73564167914667,3.9808159470666147,0.6463349720711916,2.6302150950494303,1.7,1.0381769805783228,1.0432131965394793
grid,10,2,3,19,22,0.001,0.0005882352941176471,1,0.0899135446685879,0.09769452449567723,36.65156093068153,3.9808159470666147,0.7130409314515485,2.384154857056079,1.7,1.0201923924822351,1.025767214299078
grid,10,2,4,18,22,0.001,0.0005882352941176471,1,0.08731988472622478,0.09769452449567723,31.28564527116018,3.9808159470666147,0.8075622513696517,2.105100872554091,1.7,1.0296071903505084,1.034390435160702
grid,10,2,5,17,22,0.0009000000000000001,0.0005882352941176471,0.9,0.08472622478386167,0.09769452449567723,26.95312428551168,3.9808159470666147,0.8145210956123806,2.0871159865072504,1.7,1.0294033561743408,1.0340548248503594
grid,10,2,10,12,22,0.0003999999999999999,0.0005882352941176471,0.3999999999999999,0.0717579250720461,0.09769452449567723,13.452679428446178,3.9808159470666147,0.5929988088664512,2.8667848477632534,1.7,0.9683332488255679,0.9717414674455901
grid,10,2,21,1,22,0,0.0005882352941176471,0,0.043227665706051875,0.09769452449567723,2.212440034557013,3.9808159470666147,0,inf,1.7,0.8932098557712783,0.889618229379374
grid,10,3,1,21,22,0.001,0.0007407407407407407,1,0.09510086455331414,0.09769452449567723,48.0852164400015,7.224680511576419,0.5763879659031539,2.3421724252772314,1.35,0.9943247674382572,0.9974515748830315
grid,10,3,2,20,22,0.001,0.0007407407407407407,1,0.092507204610951,0.09769452449567723,41.73564167914667,7.224680511576419,0.6439712494280464,2.0963668815945202,1.35,0.988819626633902,0.9913239184577182
grid,10,3,3,19,22,0.001,0.0007407407407407407,1,0.0899135446685879,0.09769452449567723,36.65156093068153,7.224680511576419,0.7104332573073497,1.900248877870253,1.35,0.9716900677831255,0.9747456969270977
grid,10,3,4,18,22,0.001,0.0007407407407407407,1,0.08731988472622478,0.09769452449567723,31.28564527116018,7.224680511576419,0.804608901695264,1.677833786272596,1.35,0.9806572642121523,0.9829399999924998
grid,10,3,5,17,22,0.0009000000000000001,0.0007407407407407407,0.9,0.08472622478386167,0.09769452449567723,26.95312428551168,7.224680511576419,0.8115422966300994,1.6634992477974684,1.35,0.9804631207879154,0.9826210828919232
grid,10,3,10,12,22,0.0003999999999999999,0.0007407407407407407,0.3999999999999999,0.0717579250720461,0.09769452449567723,13.452679428446178,7.224680511576419,0.5908301428148772,2.2849206602226295,1.35,0.9222964287144052,0.9234071831448118
grid,10,3,21,1,22,0,0.0007407407407407407,0,0.043227665706051875,0.09769452449567723,2.212440034557013,7.224680511576419,0,inf,1.35,0.8507445769000503,0.8453687434219528
grid,10,4,1,21,22,0.001,0.0009090909090909091,1,0.09510086455331414,0.09769452449567723,48.0852164400015,16.43128760607954,0.7008173381600865,1.5695958705700985,1.1,1.0454864276603864,1.0471149111925675
grid,10,4,2,20,22,0.001,0.0009090909090909091,1,0.092507204610951,0.09769452449567723,41.73564167914667,16.43128760607954,0.7829903529797465,1.4048704378206482,1.1,1.0396980271480054,1.0406821573875893
grid,10,4,3,19,22,0.001,0.0009090909090909091,1,0.0899135446685879,0.09769452449567723,36.65156093068153,16.43128760607954,0.8638000336221321,1.2734428770365078,1.1,1.02168708959846,1.0232785025106073
grid,10,4,4,18,22,0.001,0.0009090909090909091,1,0.08731988472622478,0.09769452449567723,31.28564527116018,16.43128760607954,0.978306109952217,1.1243924460961678,1.1,1.0311156812092934,1.0318808017526728
grid,10,4,5,17,22,0.0009000000000000001,0.0009090909090909091,0.9,0.08472622478386167,0.09769452449567723,26.95312428551168,16.43128760607954,0.9867362710070722,1.114786222338143,1.1,1.0309115483930285,1.0315460056985515
