label,player_level,delta,stage_a,stage_b,freeze,multiplier,p_a,p_b,value_a,value_b,kill_a,kill_b,ratio,gold_ratio,exp_ratio
grid,10,1,22,23,on,2,0.001,0.0005,0.09769452449567723,0.10028818443804034,51.063824617634886,2.8755810017481136,0.6097777629757115,3.279883461541813,1.1517854200103483,1.1512083732067357
grid,10,1,22,23,on,5,0.001,0.0002,0.09769452449567723,0.10028818443804034,51.063824617634886,2.8755810017481136,1.5244444074392787,3.279883461541813,1.1517854200103483,1.1512083732067357
grid,10,1,22,23,on,10,0.001,0.0001,0.09769452449567723,0.10028818443804034,51.063824617634886,2.8755810017481136,3.0488888148785573,3.279883461541813,1.1517854200103483,1.1512083732067357
grid,10,1,22,23,off,2,0.001,0.0005,0.09769452449567723,0.10028818443804034,51.063824617634886,2.8755810017481136,0.6097777629757115,3.279883461541813,1.1517854200103483,1.1512083732067357
grid,10,1,22,23,off,5,0.001,0.0002,0.09769452449567723,0.10028818443804034,51.063824617634886,2.8755810017481136,1.5244444074392787,3.279883461541813,1.1517854200103483,1.1512083732067357
grid,10,1,22,23,off,10,0.001,0.0001,0.09769452449567723,0.10028818443804034,51.063824617634886,2.8755810017481136,3.0488888148785573,3.279883461541813,1.1517854200103483,1.1512083732067357
grid,10,5,18,23,on,2,0.001,0.0005,0.08731988472622478,0.10028818443804034,29.390167339938962,2.8755810017481136,0.9337217811828344,2.141965669330761,1.1279754849883303,1.1269868999883406
grid,10,5,18,23,on,5,0.001,0.0002,0.08731988472622478,0.10028818443804034,29.390167339938962,2.8755810017481136,2.334304452957086,2.141965669330761,1.1279754849883303,1.1269868999883406
grid,10,5,18,23,on,10,0.001,0.0001,0.08731988472622478,0.10028818443804034,29.390167339938962,2.8755810017481136,4.668608905914172,2.141965669330761,1.1279754849883303,1.1269868999883406
grid,10,5,18,23,off,2,0.001,0.0005,0.08731988472622478,0.10028818443804034,29.390167339938962,2.8755810017481136,0.9337217811828344,2.141965669330761,1.1279754849883303,1.1269868999883406
grid,10,5,18,23,off,5,0.001,0.0002,0.08731988472622478,0.10028818443804034,29.390167339938962,2.8755810017481136,2.334304452957086,2.141965669330761,1.1279754849883303,1.1269868999883406
grid,10,5,18,23,off,10,0.001,0.0001,0.08731988472622478,0.10028818443804034,29.390167339938962,2.8755810017481136,4.668608905914172,2.141965669330761,1.1279754849883303,1.1269868999883406
grid,10,10,13,23,on,2,0.001,0.0005,0.07435158501440922,0.10028818443804034,14.806592236461343,2.8755810017481136,1.5285843499585412,1.3084001547276372,1.0776851958166027,1.0776851958166027
grid,10,10,13,23,on,5,0.001,0.0002,0.07435158501440922,0.10028818443804034,14.806592236461343,2.8755810017481136,3.8214608748963528,1.3084001547276372,1.0776851958166027,1.0776851958166027
grid,10,10,13,23,on,10,0.001,0.0001,0.07435158501440922,0.10028818443804034,14.806592236461343,2.8755810017481136,7.6429217497927056,1.3084001547276372,1.0776851958166027,1.0776851958166027
grid,10,10,13,23,off,2,0.001,0.0005,0.07435158501440922,0.10028818443804034,14.806592236461343,2.8755810017481136,1.5285843499585412,1.3084001547276372,1.0776851958166027,1.0776851958166027
grid,10,10,13,23,off,5,0.001,0.0002,0.07435158501440922,0.10028818443804034,14.806592236461343,2.8755810017481136,3.8214608748963528,1.3084001547276372,1.0776851958166027,1.0776851958166027
grid,10,10,13,23,off,10,0.001,0.0001,0.07435158501440922,0.10028818443804034,14.806592236461343,2.8755810017481136,7.6429217497927056,1.3084001547276372,1.0776851958166027,1.0776851958166027
grid,10,22,1,23,on,2,0.001,0.0005,0.043227665706051875,0.10028818443804034,2.212440034557013,2.8755810017481136,4.372845993416709,0.45736803971852363,0.9913293026993659,0.9819771394663529
grid,10,22,1,23,on,5,0.001,0.0002,0.043227665706051875,0.10028818443804034,2.212440034557013,2.8755810017481136,10.932114983541771,0.45736803971852363,0.9913293026993659,0.9819771394663529
grid,10,22,1,23,on,10,0.001,0.0001,0.043227665706051875,0.10028818443804034,2.212440034557013,2.8755810017481136,21.864229967083542,0.45736803971852363,0.9913293026993659,0.9819771394663529
grid,10,22,1,23,off,2,0.001,0.0005,0.043227665706051875,0.10028818443804034,2.212440034557013,2.8755810017481136,4.372845993416709,0.45736803971852363,0.9913293026993659,0.9819771394663529
grid,10,22,1,23,off,5,0.001,0.0002,0.043227665706051875,0.10028818443804034,2.212440034557013,2.8755810017481136,10.932114983541771,0.45736803971852363,0.9913293026993659,0.9819771394663529
grid,10,22,1,23,off,10,0.001,0.0001,0.043227665706051875,0.10028818443804034,2.212440034557013,2.8755810017481136,21.864229967083542,0.45736803971852363,0.9913293026993659,0.9819771394663529
grid,150,1,151,152,on,2,0.001,0.0005,0.3648414985590778,0.3648414985590778,45.932447840824864,2.657123142863783,0.6552646757108493,3.0522017653863984,1.197868937668812,1.1978689376510634
grid,150,1,151,152,on,5,0.001,0.0002,0.3648414985590778,0.3648414985590778,45.932447840824864,2.657123142863783,1.6381616892771234,3.0522017653863984,1.197868937668812,1.1978689376510634
grid,150,1,151,152,on,10,0.001,0.0001,0.3648414985590778,0.3648414985590778,45.932447840824864,2.657123142863783,3.2763233785542467,3.0522017653863984,1.197868937668812,1.1978689376510634
grid,150,1,151,152,off,2,0.001,0.0005,0.4322766570605199,0.4348703170028831,45.932447840824864,2.657123142863783,0.6513565364918978,3.070514975978717,1.197868937668812,1.1978689376510634
grid,150,1,151,152,off,5,0.001,0.0002,0.4322766570605199,0.4348703170028831,45.932447840824864,2.657123142863783,1.6283913412297444,3.070514975978717,1.197868937668812,1.1978689376510634
grid,150,1,151,152,off,10,0.001,0.0001,0.4322766570605199,0.4348703170028831,45.932447840824864,2.657123142863783,3.2567826824594888,3.070514975978717,1.197868937668812,1.1978689376510634
grid,150,5,147,152,on,2,0.001,0.0005,0.3648414985590778,0.3648414985590778,26.08318463627522,2.657123142863783,1.135508088422646,1.7613260710262615,1.1868379301448062,1.1868379301140493
grid,150,5,147,152,on,5,0.001,0.0002,0.3648414985590778,0.3648414985590778,26.08318463627522,2.657123142863783,2.8387702210566155,1.7613260710262615,1.1868379301448062,1.1868379301140493
grid,150,5,147,152,on,10,0.001,0.0001,0.3648414985590778,0.3648414985590778,26.08318463627522,2.657123142863783,5.677540442113231,1.7613260710262615,1.1868379301448062,1.1868379301140493
grid,150,5,147,152,off,2,0.001,0.0005,0.42190201729106735,0.4348703170028831,26.08318463627522,2.657123142863783,1.1016460181913543,1.8154651920619052,1.1868379301448062,1.1868379301140493
grid,150,5,147,152,off,5,0.001,0.0002,0.42190201729106735,0.4348703170028831,26.08318463627522,2.657123142863783,2.7541150454783856,1.8154651920619052,1.1868379301448062,1.1868379301140493
grid,150,5,147,152,off,10,0.001,0.0001,0.42190201729106735,0.4348703170028831,26.08318463627522,2.657123142863783,5.508230090956771,1.8154651920619052,1.1868379301448062,1.1868379301140493
grid,150,10,142,152,on,2,0.001,0.0005,0.3648414985590778,0.3648414985590778,13.274547272105533,2.657123142863783,2.154406344979533,0.9283299803960612,1.119539968957421,1.1195399688990655
